ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,total_2019,total_2020,total_2021,total_2022
14986,SRQ,FL,Sarasota/Bradenton International,Sarasota/Bradenton,956745,602878,1586600,1918882
15008,STC,MN,St. Cloud Regional,St. Cloud,20390,14683,16185,17751
15016,STL,MO,St Louis Lambert International,St. Louis,7807419,3115520,5113431,6708200
15023,STS,CA,Charles M. Schulz - Sonoma County,Santa Rosa,239532,96732,215510,303679
15041,SUN,ID,Friedman Memorial,Sun Valley/Hailey/Ketchum,88910,46342,94000,100456
15048,SUX,IA,Sioux Gateway Brig Gen Bud Day Field,Sioux City,46597,16842,30356,25084
15070,SWF,NY,New York Stewart International,Newburgh/Poughkeepsie,190015,48575,67804,123417
15074,SWO,OK,Stillwater Regional,Stillwater,28003,11311,18714,26525
15096,SYR,NY,Syracuse Hancock International,Syracuse,1273891,432255,836724,1243178
15177,TEX,CO,Telluride Regional,Telluride,5399,3741,6600,11703
15249,TLH,FL,Tallahassee International,Tallahassee,417065,184837,318356,396403
15295,TOL,OH,Eugene F Kranz Toledo Express,Toledo,122766,61356,80978,79067
15304,TPA,FL,Tampa International,Tampa,10483990,4855517,8806090,10192966
15323,TRI,TN,Tri Cities,Bristol/Johnson City/Kingsport,223819,99807,157624,192377
15356,TTN,NJ,Trenton Mercer,Trenton,461596,129339,243329,328139
15370,TUL,OK,Tulsa International,Tulsa,1537082,675670,1178298,1488187
15374,TUP,MS,Tupelo Regional,Tupelo,14180,8774,13623,12125
15376,TUS,AZ,Tucson International,Tucson,1860527,824918,1336596,1719219
15380,TVC,MI,Cherry Capital,Traverse City,286207,146113,298769,287839
